ru,data,refeicao,id_preparacao,tipo_preparacao,preparacao,temperatura_c,temperatura_valida,temperatura_plausivel,classe_termica,limite_referencia,status_temperatura
P1,2026-06-01,Almoço,2,Arroz Integral,Arroz Integral,72.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Almoço,22,Feijão,Feijão Carioca,75.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Almoço,37,Guarnição,Farofa,37.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-01,Almoço,142,Salada,Salada Crua,23.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-01,Almoço,146,Sobremesa,Banana,,False,False,,,SEM_MEDICAO
P1,2026-06-01,Almoço,159,Suco,Manga,11.0,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-01,Almoço,168,Suco SA,Manga,17.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-01,Jantar,108,PV,Cubo suíno acebolado,61.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Jantar,67,PB,Fricassê de Frango,71.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Jantar,205,VEG,Salpicão vegano,52.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-01,Jantar,4,Arroz/Baião,Arroz Branco,72.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Jantar,2,Arroz Integral,Arroz Integral,77.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Jantar,23,Feijão,Feijão de Corda,61.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-01,Jantar,35,Guarnição,Batata Souté,68.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-01,Jantar,142,Salada,Salada Crua,23.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-01,Jantar,145,Sobremesa,Abacaxi,15.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-01,Jantar,154,Suco,Acerola,9.1,True,True,fria,< 10°C,CONFORME
P1,2026-06-01,Jantar,163,Suco SA,Acerola,10.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-02,Almoço,107,PV,Cubo Suíno à Carioca,58.6,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-02,Almoço,71,PB,Isca de Frango ao M. de Legumes,56.3,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-02,Almoço,212,VEG,Vatapá Vegano,75.3,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-02,Almoço,5,Arroz/Baião,Baião,75.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Almoço,2,Arroz Integral,Arroz Integral,65.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Almoço,23,Feijão,Feijão de Corda,72.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Almoço,44,Guarnição,Purê,70.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-02,Almoço,142,Salada,Salada Crua,12.6,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-02,Almoço,149,Sobremesa,Melancia,22.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-02,Almoço,161,Suco,Tamarindo,8.3,True,True,fria,< 10°C,CONFORME
P1,2026-06-02,Almoço,170,Suco SA,Tamarindo,14.8,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-02,Jantar,97,PV,Carne Moída Refogada,79.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Jantar,81,PB,Sobrecoxa Assada,54.1,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-02,Jantar,190,VEG,Hambúrguer de Soja,60.3,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-02,Jantar,4,Arroz/Baião,Arroz Branco,80.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Jantar,2,Arroz Integral,Arroz Integral,72.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Jantar,22,Feijão,Feijão Carioca,73.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-02,Jantar,40,Guarnição,Macarrão,37.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-02,Jantar,142,Salada,Salada Crua,17.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-02,Jantar,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P1,2026-06-02,Jantar,155,Suco,Caju,15.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-02,Jantar,164,Suco SA,Caju,13.1,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Almoço,119,PV,Feijoada,80.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Almoço,91,PB,Sobrecoxa com Gergelim,61.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Almoço,198,VEG,Moqueca Vegetariana,77.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-03,Almoço,4,Arroz/Baião,Arroz Branco,69.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Almoço,2,Arroz Integral,Arroz Integral,79.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Almoço,22,Feijão,Feijão Carioca,73.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Almoço,38,Guarnição,Farofa Branca com Soja,43.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-03,Almoço,142,Salada,Salada Crua,22.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Almoço,147,Sobremesa,Laranja,,False,False,,,SEM_MEDICAO
P1,2026-06-03,Almoço,155,Suco,Caju,13.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Almoço,164,Suco SA,Caju,11.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Jantar,123,PV,Isca de Carne ao M. Tomate,81.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Jantar,52,PB,Cubos de Frango Acebolado,55.6,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-03,Jantar,199,VEG,Panqueca Vegana ao Molho Branco,60.8,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-03,Jantar,4,Arroz/Baião,Arroz Branco,74.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Jantar,2,Arroz Integral,Arroz Integral,84.0,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Jantar,23,Feijão,Feijão de Corda,69.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-03,Jantar,36,Guarnição,Cuscuz,68.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-03,Jantar,142,Salada,Salada Crua,18.7,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Jantar,150,Sobremesa,Melão Espanhol,20.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-03,Jantar,160,Suco,Seriguela,13.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-03,Jantar,169,Suco SA,Seriguela,13.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Almoço,118,PV,Estrogonofe de Carne,74.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Almoço,81,PB,Sobrecoxa Assada,68.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Almoço,202,VEG,Risoto de Lentilha,78.9,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-08,Almoço,4,Arroz/Baião,Arroz Branco,85.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Almoço,2,Arroz Integral,Arroz Integral,67.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Almoço,22,Feijão,Feijão Carioca,70.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Almoço,37,Guarnição,Farofa,50.9,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-08,Almoço,142,Salada,Salada Crua,14.0,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Almoço,146,Sobremesa,Banana,,False,False,,,SEM_MEDICAO
P1,2026-06-08,Almoço,159,Suco,Manga,10.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Almoço,168,Suco SA,Manga,13.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Jantar,130,PV,Picadinho com Legumes,85.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Jantar,65,PB,Frango Xadrez,68.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Jantar,203,VEG,Rocambole de Grão de Bico,52.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-08,Jantar,4,Arroz/Baião,Arroz Branco,77.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Jantar,2,Arroz Integral,Arroz Integral,69.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Jantar,23,Feijão,Feijão de Corda,64.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-08,Jantar,36,Guarnição,Cuscuz,67.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-08,Jantar,142,Salada,Salada Crua,23.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Jantar,145,Sobremesa,Abacaxi,19.9,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-08,Jantar,161,Suco,Tamarindo,15.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-08,Jantar,170,Suco SA,Tamarindo,15.7,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-09,Almoço,106,PV,Cubo Suíno ao Molho Barbecue,79.8,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Almoço,68,PB,Isca de Frango Acebolado,56.3,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-09,Almoço,206,VEG,Soja Nordestina,61.3,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-09,Almoço,5,Arroz/Baião,Baião,77.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Almoço,2,Arroz Integral,Arroz Integral,77.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Almoço,23,Feijão,Feijão de Corda,74.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Almoço,44,Guarnição,Purê,72.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-09,Almoço,142,Salada,Salada Crua,16.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-09,Almoço,149,Sobremesa,Melancia,15.9,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-09,Almoço,160,Suco,Seriguela,9.8,True,True,fria,< 10°C,CONFORME
P1,2026-06-09,Almoço,169,Suco SA,Seriguela,13.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-09,Jantar,97,PV,Carne Moída Refogada,77.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Jantar,89,PB,Sobrecoxa ao M. de Legumes,67.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Jantar,177,VEG,Bobó de Legumes,67.8,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-09,Jantar,4,Arroz/Baião,Arroz Branco,78.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Jantar,2,Arroz Integral,Arroz Integral,74.8,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Jantar,22,Feijão,Feijão Carioca,60.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-09,Jantar,40,Guarnição,Macarrão,38.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-09,Jantar,141,Salada,Salada Cozida,56.7,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-09,Jantar,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P1,2026-06-09,Jantar,157,Suco,Goiaba,10.8,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-09,Jantar,166,Suco SA,Goiaba,9.7,True,True,fria,< 10°C,CONFORME
P1,2026-06-10,Almoço,119,PV,Feijoada,81.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Almoço,81,PB,Sobrecoxa Assada,50.9,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-10,Almoço,188,VEG,Feijoada Vegetariana,84.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-10,Almoço,4,Arroz/Baião,Arroz Branco,70.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Almoço,2,Arroz Integral,Arroz Integral,74.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Almoço,22,Feijão,Feijão Carioca,78.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Almoço,38,Guarnição,Farofa Branca com Soja,44.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-10,Almoço,142,Salada,Salada Crua,14.0,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-10,Almoço,147,Sobremesa,Laranja,,False,False,,,SEM_MEDICAO
P1,2026-06-10,Almoço,154,Suco,Acerola,9.4,True,True,fria,< 10°C,CONFORME
P1,2026-06-10,Almoço,163,Suco SA,Acerola,9.3,True,True,fria,< 10°C,CONFORME
P1,2026-06-10,Jantar,121,PV,Isca de Carne Acebolada,64.8,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Jantar,92,PB,Vatapá de Frango,75.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Jantar,182,VEG,Bolo Salgado Vegano,70.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-10,Jantar,4,Arroz/Baião,Arroz Branco,78.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Jantar,2,Arroz Integral,Arroz Integral,74.0,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Jantar,23,Feijão,Feijão de Corda,72.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-10,Jantar,36,Guarnição,Cuscuz,67.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-10,Jantar,142,Salada,Salada Crua,20.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-10,Jantar,150,Sobremesa,Melão Espanhol,18.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-10,Jantar,159,Suco,Manga,14.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-10,Jantar,168,Suco SA,Manga,13.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-11,Almoço,123,PV,Isca de Carne ao M. Tomate,77.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Almoço,61,PB,Cubos de Frango com Ervas,57.9,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-11,Almoço,208,VEG,Soja à Bolonhesa,71.8,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-11,Almoço,4,Arroz/Baião,Arroz Branco,66.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Almoço,2,Arroz Integral,Arroz Integral,76.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Almoço,23,Feijão,Feijão de Corda,76.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Almoço,40,Guarnição,Macarrão,36.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-11,Almoço,142,Salada,Salada Crua,21.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-11,Almoço,150,Sobremesa,Melão Espanhol,19.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-11,Almoço,155,Suco,Caju,9.8,True,True,fria,< 10°C,CONFORME
P1,2026-06-11,Almoço,164,Suco SA,Caju,10.1,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-11,Jantar,96,PV,Calabresa à Carioca,62.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Jantar,91,PB,Sobrecoxa com Gergelim,56.1,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-11,Jantar,212,VEG,Vatapá Vegano,75.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-11,Jantar,5,Arroz/Baião,Baião,78.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Jantar,2,Arroz Integral,Arroz Integral,74.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Jantar,22,Feijão,Feijão Carioca,75.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-11,Jantar,44,Guarnição,Purê,80.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-11,Jantar,142,Salada,Salada Crua,13.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-11,Jantar,147,Sobremesa,Laranja,,False,False,,,SEM_MEDICAO
P1,2026-06-11,Jantar,158,Suco,Graviola,14.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-11,Jantar,167,Suco SA,Graviola,15.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-12,Almoço,102,PV,Carne do Sol,70.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Almoço,76,PB,Peixe Assado,57.7,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-12,Almoço,200,VEG,Refogado  de Soja,59.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-12,Almoço,4,Arroz/Baião,Arroz Branco,66.0,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Almoço,2,Arroz Integral,Arroz Integral,72.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Almoço,22,Feijão,Feijão Carioca,77.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Almoço,36,Guarnição,Cuscuz,66.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-12,Almoço,143,Salada,Vinagrete,18.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-12,Almoço,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P1,2026-06-12,Almoço,156,Suco,Cajá,6.3,True,True,fria,< 10°C,CONFORME
P1,2026-06-12,Almoço,165,Suco SA,Cajá,10.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-12,Jantar,136,PV,Torta de Calabresa,84.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Jantar,62,PB,Cubos de Frango à Chinesa,65.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Jantar,195,VEG,Lasanha de Brócolis,69.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-12,Jantar,4,Arroz/Baião,Arroz Branco,80.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Jantar,2,Arroz Integral,Arroz Integral,73.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Jantar,23,Feijão,Feijão de Corda,71.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-12,Jantar,38,Guarnição,Farofa Branca com Soja,42.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-12,Jantar,142,Salada,Salada Crua,21.3,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-12,Jantar,146,Sobremesa,Banana,,False,False,,,SEM_MEDICAO
P1,2026-06-12,Jantar,157,Suco,Goiaba,14.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-12,Jantar,166,Suco SA,Goiaba,15.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Almoço,122,PV,Isca de Carne Chinesa,61.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Almoço,91,PB,Sobrecoxa com Gergelim,63.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Almoço,187,VEG,Estrogonofe de Legumes,75.7,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-15,Almoço,4,Arroz/Baião,Arroz Branco,73.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Almoço,2,Arroz Integral,Arroz Integral,71.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Almoço,22,Feijão,Feijão Carioca,68.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Almoço,37,Guarnição,Farofa,46.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-15,Almoço,142,Salada,Salada Crua,19.7,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Almoço,146,Sobremesa,Banana,,False,False,,,SEM_MEDICAO
P1,2026-06-15,Almoço,157,Suco,Goiaba,11.6,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Almoço,166,Suco SA,Goiaba,10.0,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Jantar,129,PV,Paçoca de Carne,63.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Jantar,68,PB,Isca de Frango Acebolado,61.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Jantar,213,VEG,Yakissoba Vegetariano,74.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-15,Jantar,4,Arroz/Baião,Arroz Branco,82.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Jantar,2,Arroz Integral,Arroz Integral,68.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Jantar,23,Feijão,Feijão de Corda,74.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-15,Jantar,35,Guarnição,Batata Souté,67.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-15,Jantar,142,Salada,Salada Crua,16.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Jantar,145,Sobremesa,Abacaxi,26.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-15,Jantar,160,Suco,Seriguela,17.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-15,Jantar,169,Suco SA,Seriguela,16.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-16,Almoço,135,PV,Suíno à Carioca,52.1,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-16,Almoço,56,PB,Cubos de Frango ao M. de Ervas,57.9,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-16,Almoço,174,VEG,Assado de Grão de Bico,64.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-16,Almoço,5,Arroz/Baião,Baião,69.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Almoço,2,Arroz Integral,Arroz Integral,69.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Almoço,23,Feijão,Feijão de Corda,71.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Almoço,44,Guarnição,Purê,70.6,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-16,Almoço,142,Salada,Salada Crua,18.8,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-16,Almoço,149,Sobremesa,Melancia,19.2,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-16,Almoço,168,Suco SA,Manga,9.8,True,True,fria,< 10°C,CONFORME
P1,2026-06-16,Jantar,126,PV,Jardineira de Carne Moída,74.8,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Jantar,83,PB,Sobrecoxa Crocante,46.1,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-16,Jantar,208,VEG,Soja à Bolonhesa,75.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-16,Jantar,4,Arroz/Baião,Arroz Branco,71.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Jantar,2,Arroz Integral,Arroz Integral,77.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Jantar,22,Feijão,Feijão Carioca,68.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-16,Jantar,40,Guarnição,Macarrão,38.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-16,Jantar,141,Salada,Salada Cozida,69.5,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-16,Jantar,148,Sobremesa,Maçã,,False,False,,,SEM_MEDICAO
P1,2026-06-16,Jantar,154,Suco,Acerola,11.1,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-16,Jantar,163,Suco SA,Acerola,12.2,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-17,Almoço,119,PV,Feijoada,86.1,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Almoço,81,PB,Sobrecoxa Assada,68.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Almoço,200,VEG,Refogado  de Soja,63.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-17,Almoço,4,Arroz/Baião,Arroz Branco,70.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Almoço,2,Arroz Integral,Arroz Integral,75.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Almoço,22,Feijão,Feijão Carioca,80.6,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Almoço,38,Guarnição,Farofa Branca com Soja,50.2,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-17,Almoço,142,Salada,Salada Crua,28.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-17,Almoço,147,Sobremesa,Laranja,,False,False,,,SEM_MEDICAO
P1,2026-06-17,Almoço,154,Suco,Acerola,8.3,True,True,fria,< 10°C,CONFORME
P1,2026-06-17,Almoço,163,Suco SA,Acerola,9.1,True,True,fria,< 10°C,CONFORME
P1,2026-06-17,Jantar,118,PV,Estrogonofe de Carne,72.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Jantar,57,PB,Cubos de Frango ao M. de Legumes,75.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Jantar,172,VEG,Almôndegas de Lentilha,56.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-17,Jantar,4,Arroz/Baião,Arroz Branco,70.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Jantar,2,Arroz Integral,Arroz Integral,73.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Jantar,23,Feijão,Feijão de Corda,72.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-17,Jantar,36,Guarnição,Cuscuz,65.1,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-17,Jantar,142,Salada,Salada Crua,18.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-17,Jantar,150,Sobremesa,Melão Espanhol,26.4,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-17,Jantar,161,Suco,Tamarindo,13.4,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-17,Jantar,170,Suco SA,Tamarindo,14.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-18,Almoço,97,PV,Carne Moída Refogada,77.9,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Almoço,58,PB,Cubos de Frango ao M. de Tomate,70.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Almoço,189,VEG,Guisado de Lentilha,76.8,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-18,Almoço,4,Arroz/Baião,Arroz Branco,75.5,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Almoço,2,Arroz Integral,Arroz Integral,70.8,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Almoço,23,Feijão,Feijão de Corda,72.2,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Almoço,40,Guarnição,Macarrão,42.3,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-18,Almoço,142,Salada,Salada Crua,16.8,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-18,Almoço,150,Sobremesa,Melão Espanhol,20.5,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-18,Almoço,164,Suco SA,Caju,10.9,True,True,fria,< 10°C,NAO_CONFORME
P1,2026-06-18,Jantar,121,PV,Isca de Carne Acebolada,70.7,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Jantar,76,PB,Peixe Assado,52.5,True,True,quente,> 60°C,NAO_CONFORME
P1,2026-06-18,Jantar,212,VEG,Vatapá Vegano,72.2,True,True,,,SEM_CLASSIFICACAO
P1,2026-06-18,Jantar,4,Arroz/Baião,Arroz Branco,76.3,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Jantar,2,Arroz Integral,Arroz Integral,74.4,True,True,quente,> 60°C,CONFORME
P1,2026-06-18,Jantar,22,Feijão,Feijão Carioca,68.3,True,True,quente,> 60°C,CONFORME
